dataset	id	requirements
08_eirene	1059	An audible and visual indication of the incoming call shall be provided when a Cab radio receives a group or broadcast call.
08_eirene	1060	The group identity of the voice group call (VBS or VGCS) shall be displayed.
08_eirene	1061	Group or broadcast calls shall automatically be connected to the loudspeaker if the handset is not in use, or to the handset if the handset is off hook.
08_eirene	1062	The driver shall be informed if a broadcast call is ongoing by a visual indication displayed on the MMI.
08_eirene	1064	If the call is a group call, the driver shall be required to request permission before being able to speak as part of the call by lifting the handset and pushing the Push-To- Talk (PTT) button.
08_eirene	1065	During a group call, a visual indication shall be displayed on the drivers MMI to remind the driver of the need to use the PTT button.
08_eirene	1066	The driver can not speak in a group call until permission is granted by the network after pushing the PTT button.
08_eirene	1067	In a group call, an audible and visual indication of whether the request to talk was successful shall be provided.
08_eirene	1068	The driver shall then be able to speak as part of the call whilst the PTT button is pressed.
08_eirene	1069	If the train moves out of the group or broadcast call area whilst the call is in progress, an audible and visual indication of the loss of call shall be provided to the driver.
08_eirene	1070	Reception of this call proceeds as for a standard group or broadcast call, except that a distinctive audible and visual indication shall be provided in the cab.
08_eirene	1071	If a train-borne recorder is connected to the Cab radio, details of an incoming Railway emergency call shall be transmitted to the train-borne recorder for recording, see section .
08_eirene	1072	An automatic confirmation shall be generated by the Cab radio at the end of the Railway emergency call as detailed in section 13.
08_eirene	1074	The Cab radio shall provide a means for the driver to terminate calls which he is authorised to terminate (ie all calls except Railway emergency calls not initiated by the driver and shunting group calls).
08_eirene	1075	For group or broadcast calls, a means to leave the call without terminating the call shall be provided.
08_eirene	1076	The Cab radio system shall be able to receive incoming text messages (see section 12 for details).
08_eirene	1077	The Cab radio shall support a shunting mode of operation that provides a link assurance tone to reassure users of the integrity of the communication link (see section 14).
08_eirene	1078	A means to enter and leave shunting mode shall be provided.
08_eirene	1079	The functionality to enter and leave shunting mode shall not be available when there are on-going calls involving the Cab radio.
08_eirene	1080	The link assurance tone shall be provided via the loudspeaker.
08_eirene	1081	If the Cab radio is equipped with an additional security device, this audible indication may be muted for the drivers convenience.
08_eirene	1082	In this case, the security device alerts the driver if the link has failed or if it is cancelled.
08_eirene	1084	If direct mode is implemented, a means to enter and leave direct mode shall be provided.
08_eirene	1085	If the radio is in direct mode and the normal network service returns, the user shall be provided with an audible and visual indication.
08_eirene	1086	Not all communications using the Cab radio will involve the driver. Where these calls involve the Cab radio, the driver shall be provided with an indication that the Cab radio is busy.
08_eirene	1087	For voice calls using the Cab radio not involving the driver as a called or calling party, the driver shall have the possibility to listen to the audio output of the communication.
08_eirene	1088	For voice communications, if the driver picks up the handset, the radio shall allow him to join the communication.
08_eirene	1089	The driver shall be able to terminate communications (voice or data) by selecting another call.
08_eirene	1090	Where the Cab radio is required by a national railway to support a handheld portable, the Cab radio shall: provide a clear indication as to whether the handheld portable is activated or not; provide an interface to allow the handheld portable to be recharged when not in use; forward calls automatically to the handheld portable when the handheld portable is activated; cancel any call forwarding to the handheld portable when it is deactivated; allow the driver to override the call forwarding to the handheld portable.
08_eirene	1091	Powering up the Cab radio will initiate the following: automatic self-testing; automatic selection of the pre-set loudspeaker volume; registration with other on-train systems, such as ERTMS/ETCS; all failures of self-tests should be recorded in the train-borne recorder; connection of the Cab radio to an authorised mobile network.
08_eirene	1092	This shall be the network to which the mobile was last registered (where available); if connection is successful, the name of the network shall be displayed on the MMI and an audible indication of successful connection shall be given; if connection is not successful, an audible and visual indication shall be provided. if connection is not successful, the manual network selection procedure may be initiated by the driver (see ).
08_eirene	1093	At the point of successful connection, the Cab radio will be able to receive all calls made using the Cab radios telephone number, engine number or appropriate group call numbers (including Railway emergency calls).
08_eirene	1094	Powering down the Cab radio shall cause the disconnection of the Cab radio from the mobile network.
08_eirene	1095	When switched off, the radio shall retain any numbers which are stored at the time the radio is switched off.
08_eirene	1097	Switching the MMI on shall cause the following: self test of MMI (eg transitory lighting of the display and of all the controls and indicator lights of the MMI); determination of the status of the Cab radio, providing a display of radio status on the MMI.
08_eirene	1098	When the MMI is switched on, the configuration shall be determined by the time elapsed since the MMI was last switched off: less than minutes the MMI shall power up with the same configuration as when t it was last powered down; greater than minutes the MMI shall power up with default settings.
08_eirene	1100	Switch off shall be soft so that the Cab radio completes the following housekeeping functions before actually switching off: controlled termination of a current call; deregister train number (where applicable); store required data; confirmation of Railway emergency calls (see section 13).
08_eirene	1104	By default, prompts and information shall be displayed in the language selected by the train owner (as stored within the system).
08_eirene	1105	It shall be possible for the user to display a list of available languages and select the language in which radio related prompts and information are displayed both at turn on and during a journey (eg where a change of drivers may occur).
08_eirene	1109	It shall be possible for the driver to increase and decrease the loudspeaker volume within the adjustment range selected.
08_eirene	1110	When the handset is picked up, the loudspeaker shall continue to operate, but at a reduced volume level.
08_eirene	1111	Using a simple MMI action, it shall be possible for the driver to view a prioritised list of all authorised mobile radio networks (see section ).
08_eirene	1112	When presented with this list, it shall be possible for the driver (using simple MMI actions) to select the required mobile radio network manually, whereupon the Cab radio shall attempt to attach to this selected network.
08_eirene	1113	The manual network selection function shall not be available when there are on-going voice calls involving the Cab radio.
08_eirene	1114	A visual confirmation of the new network identity shall be given to the driver when a manually initiated network change has been completed successfully.
08_eirene	1116	The Cab radio should be capable of selecting the mobile radio network automatically from a list of suitable networks (see section ).
08_eirene	1117	If automatic network selection is implemented, it shall be possible for the driver to activate and deactivate automatic network selection.
08_eirene	1119	If directed network selection and/or automatic network selection are implemented, the driver shall be informed by means of an audible and visual indication of the new network identity whenever a network change takes place without user intervention.
08_eirene	1121	If directed network selection is implemented, input from the external device(s) shall initiate the network change regardless of the identity of the current network and how it was selected.
08_eirene	1123	The Cab radio should be capable of selecting the mobile radio network as directed by input from an external device (eg a balise).
08_eirene	1124	If directed network selection is implemented and voice calls are ongoing at the time when the external device attempts to trigger a network change, an audible and visual indication shall be given to the driver and network change shall be deferred until the call is terminated or until coverage of the current network is lost.
08_eirene	1126	The Cab radio should be capable of selecting the mobile radio network automatically from a list of suitable networks (see section ).
08_eirene	1127	If automatic network selection is implemented, it shall be possible for the driver to activate and deactivate automatic network selection.
08_eirene	1128	Automatic network selection shall not be used for international border crossing.
08_eirene	1130	If directed network selection and/or automatic network selection are implemented, the driver shall be informed by means of an audible and visual indication of the new network identity whenever a network change takes place without user intervention.
08_eirene	1131	It shall be possible for the driver to register and deregister a train number in the following ways: 1) enter train number;  2) initiate automated request (applicable only for leading driver).
08_eirene	1133	If an automated request is initiated (option 2), the driver shall be able to accept or reject the train number returned by the network.
08_eirene	1134	Where ERTMS/ETCS and radio systems are available and the driver is required to enter the train number as part of the initialisation procedure, this task shall be carried out only once on the ERTMS/ETCS system and the entered number transmitted to the radio system.
08_eirene	1136	The driver shall be warned (by audible and visual indications) if a train with the same train number is already registered on the same network.
08_eirene	1137	A means to override the currently registered train number shall be provided to the newly registering driver.
08_eirene	1138	The driver of the previously registered train shall be informed (by audible and visual indications) that his train number has been overridden by another driver.
08_eirene	1139	Where a change of train number is required during the course of a trains journey, it shall be possible for the driver to initiate the change or override the automatic change. This shall be carried out by entering the train number (option 1 in ).
08_eirene	1140	Non leading drivers shall be able to indicate to the system their location in the train during the registration procedure (2nd driver, 3rd driver etc).  Register and deregister on-train users (on-train functions)
08_eirene	1141	The drivers functional number shall be automatically registered/deregistered when the train number is registered/deregistered.
08_eirene	1142	The functional number of other on-train users who may be addressed through the Cab radio via the on-train bus shall be registered/deregistered automatically at the same time as the registration/deregistration of the drivers functional number.
08_eirene	1143	Where an on-train bus is connected to the Cab radio, deregistration of functional numbers can be performed on an individual basis and also by the train driver, by one action for all users (including the driver), at the end of the journey when the train number is no longer associated with the train.  Register and deregister stock number (engine/coach number)
08_eirene	1144	There shall be a fixed relationship between the telephone numbers of radios installed in the locomotive/coach and the stock number, which shall remain even if the radio is changed.
08_eirene	1145	It shall be possible to register and deregister a stock number in one or both of the following ways: automatically using information from on-board systems; automatically via a fixed interface between the locomotive/coach and the radio. Store/retrieve numbers and their details
08_eirene	1146	The Cab radio shall have a reconfigurable list of stored numbers that may be used to perform abbreviated dialling to named user identities.
08_eirene	1147	It shall be possible for the driver to find and display stored numbers and their information.
08_eirene	1148	It should be possible for the driver to store and overwrite numbers and their details in the Cab radio.
08_eirene	1149	General MMI functions are required to support the following call functions: forward call to the driver handportable; put a call on hold; display incoming call details whilst in an on-going call; temporarily exit an existing call to answer another incoming call; multi-driver call service.
08_eirene	1153	The result of the tests shall be displayed in a similar format to the self-test when MMI is powered on.
08_eirene	1155	The Cab radio system may be required to be able to handle incoming and outgoing calls not only to and from the driver, but also to and from other on-train users and devices (conductor, public address system, data systems, etc) via appropriate interfaces and ports.
08_eirene	1156	For data applications, calls shall be possible even if the driver MMI is switched off.
08_eirene	1158	The Cab radio may be required to set up calls from a number of different sources. Therefore, the radio shall provide a priority function for calls from different sources in order to handle contention for the radio.
08_eirene	1159	In order to meet other call priorities, established calls shall be able to be either put on hold or cleared down (pre-empted).
08_eirene	1160	The Cab radio shall be capable of handling contention between calls of differing priorities.
08_eirene	1161	An outgoing call request of higher priority than an established call shall take precedence over the established call.
08_eirene	1162	Where pre-emption occurs, an advisory indication may be provided to the pre-empted parties.
08_eirene	1164	Upon the request of the driver, the Cab radio should be able to perform a suite of run- time diagnostic tests on all physical interfaces.
08_eirene	1165	If run-time diagnostics are implemented, failure of an interface shall be reported to the driver via the display.
08_eirene	1166	If run-time diagnostics are implemented, all failures should be available to be recorded in a train-borne recorder.
08_eirene	1167	If run-time diagnostics are implemented, diagnostic tests shall not interfere with normal operation of the Cab radio.
08_eirene	1173	Cab radios should be able to continue to operate for a period of at least 1 hour in the event of failure of the trains power supply, based on the following cycle: point-to-point calls 20%; group calls 5%; standby 75%.
08_eirene	1180	The driver shall be able to adjust the brightness of buttons, indicator lights and displays according to the ambient lighting in the cab.
08_eirene	1181	The driver shall be able to adjust the contrast of the display.
08_eirene	1183	Any displays shall be clearly readable from a normal drivers position, assuming a normal reading distance.
08_eirene	1190	If contact with the mobile radio network is lost, then the Cab radio shall give an audible and visual indication.
08_eirene	1191	A driver safety device (DSD) interface should be provided in traction units that are equipped with a DSD in order to support the transmission of a DSD alarm.
08_eirene	1193	The activation of the driver safety device shall automatically trigger the Cab radio to send a data message.
08_eirene	1194	The DSD alarm call/message shall provide the following information: train number; engine number; location information.
08_eirene	1195	DSD alarm information shall be transmitted to the primary controller.
08_eirene	1197	The Cab radio shall be able to provide the following information to a train-borne recorder or other equipment via a standardised interface: activation of Cab radio emergency call button; receipt of incoming Railway emergency call; termination of outgoing or incoming Railway emergency call; radio faults; driver safety device alarm message transmission; details of confirmation of Railway emergency call.
08_eirene	1204	The following functions will be provided: call authorised users (including controllers); send Railway emergency calls; receive Railway emergency calls; receive incoming calls; group and broadcast calls; terminate calls;  Other functions switch radio on and off; select language; select mobile radio network; adjust loudspeaker volume; register and deregister functional numbers; store/retrieve numbers and their details; computer interface.
08_eirene	1205	The General purpose radio shall be capable of use as a standard telephone, such that the user is able to call any valid number subject to call restrictions enforced by the network.  Send Railway emergency call
08_eirene	1207	A special MMI action shall be required for a General purpose radio user to send a Railway emergency call.
08_eirene	1208	It shall not be possible for any General purpose radio user to send a Railway emergency call by dialling a short code or telephone number.
08_eirene	1209	An audible and visual indication of an incoming call shall be provided.
08_eirene	1210	Where available, the functional identity of the calling party shall be displayed.
08_eirene	1211	A short audible and visual indication of the incoming call shall be provided.
08_eirene	1212	The group identity of the voice group call (VBS or VGCS) shall be displayed.
08_eirene	1213	If the call is a broadcast call, the user shall be informed that he cannot speak as part of the broadcast call.
08_eirene	1214	If the call is a group call, the user has to request permission to speak during the call by using the Push-To-Talk (PTT) function.
08_eirene	1215	In a group call, a visual indication shall be provided to remind the user of the need to use the PTT function.
08_eirene	1217	In a group call, an audible and visual indication of whether the request was successful shall be provided. The user may then talk whilst the PTT function is used.
08_eirene	1218	If the user moves out of the group or broadcast call area whilst the call is in progress, an audible and visual indication of the loss of call shall be provided to the user.
08_eirene	1219	Reception of this call (if implemented) shall proceed as for a standard group or broadcast call except that a distinctive audible and visual indication shall be provided.
08_eirene	1220	The radio shall provide a means for the user to terminate calls which he is authorised to terminate (ie all calls except broadcast or group calls not initiated by the user).
08_eirene	1221	The radio shall have an on/off switch.
08_eirene	1222	Switching the radio on shall initiate the following: transitory lighting of any display, controls or indicator lights; automatic self-testing; if the self-test fails a visible and audible indication shall be provided; connection to a mobile network (see section ); if connection is successful, the name of the network shall be displayed and an audible confirmation of successful connection shall be given; if connection is not successful, an audible and visual indication shall be provided.
08_eirene	1223	At this point, the radio will be able to receive all calls initiated using the telephone number or appropriate group call number.
08_eirene	1224	Switching the radio off shall cause the following: termination of all calls under the control of (ie initiated by) the radio; disconnection of the radio from the network; clearing the display and inhibition of functions.
08_eirene	1225	When switched off, the radio shall retain any settings and numbers which are stored at the time the radio is switched off.
08_eirene	1227	The user shall be able to select his preferred language for the display; this setting shall be retained by the radio.
08_eirene	1228	When the radio is first powered on, the language that appears on the display shall be the default one set by the national railway.
08_eirene	1229	Where more than one mobile radio network is available for use by a mobile, the selection of the network to use shall be automatic (see section ).
08_eirene	1230	When the mobile changes network automatically, a visual and audible indication shall be given.
08_eirene	1231	It shall be possible for a user to override the automatic network selection manually. This function shall not be available during calls.
08_eirene	1234	Where a change of functional number is required, it shall be possible for the user to initiate the change.
08_eirene	1235	It shall be possible for the user to find and display stored numbers and their information.
08_eirene	1236	It shall be possible for the user to store and/or overwrite numbers and their details in the radio.
08_eirene	1237	A standard data interface should be provided to allow a computer to be connected to the radio.
08_eirene	1245	The General purpose radio should comprise the man-machine interface which includes the following components: display; control panel; loudspeaker; microphone.
08_eirene	1246	The MMI should be suitable for use both by day and night.
08_eirene	1248	Facilities should be provided to adjust the loudspeaker volume.
08_eirene	1249	A Push-To-Talk function shall be provided. The Push-To-Talk function does not need to be a dedicated button.
08_eirene	1250	Four buttons should be provided for designated stored numbers. These buttons need not be dedicated buttons. (This facility is required to allow calls to specified users to be initiated quickly.)
08_eirene	1252	If the ability to initiate Railway emergency calls is implemented in the radio, accidental initiation of a Railway emergency call shall be prevented.
08_eirene	1253	A visual and audible indication shall be given when the remaining capacity of the battery is such as to enable only 10 minutes of full duplex call time.
08_eirene	1254	A network service availability indication shall be provided to the user.
08_eirene	1255	A visual indication shall be provided to the user if the network service is no longer available.
08_eirene	1256	An audible indication should be provided to the user if the network service is no longer available.
08_eirene	1259	The following functions will be provided: Call related functions call authorised users; call controller; send Railway emergency calls; receive Railway emergency calls; receive incoming calls; group and broadcast calls; terminate calls; shunting mode communications; enter/leave direct mode;  Other functions switch radio on/off; select language; select mobile radio network; adjust loudspeaker volume; register and deregister functional number; store/retrieve numbers and their details; computer interface.
08_eirene	1261	The Operational radio shall be capable of use as a standard telephone, such that the user is able to call any valid number subject to call restrictions enforced by the network.  Call controllers
08_eirene	1262	It shall be possible for the user of an Operational radio to establish a call with each of the following types of controller (who are not permanently included in a shunting group) with a minimum number of actions being required: primary controller; secondary controller; power supply controller.
08_eirene	1263	For some users, particularly for shunting team leaders, up to twenty valid numbers may be stored for one controller type.
08_eirene	1264	In these cases, the identities of the controllers corresponding to these valid numbers shall be displayed with an audible and visual prompt for one to be selected.
08_eirene	1266	If no selection is made by the user within 10 seconds the radio shall abandon the call attempt.
08_eirene	1267	Once an appropriate number has been obtained, the radio shall attempt to establish a call to this number with railway operation priority.
08_eirene	1268	An audible and visual indication shall be provided to the user that the call is proceeding.
08_eirene	1269	When the call is connected to the controller, an audible and visual indication shall be provided to the user.
08_eirene	1270	The functional identity of the connected party, if available, shall be displayed to the user.
08_eirene	1271	Where available, an alphanumeric description of the identity of the connected party shall be displayed.
08_eirene	1272	If the system is not able to connect the call, an audible and visual indication shall be provided to the user.
08_eirene	1273	The Railway emergency call shall be able to be initiated using a single red button (see section 13).
08_eirene	1274	It should be possible, as a maintenance function, to enable/disable the emergency call function.
08_eirene	1275	If the emergency call function is disabled, a visual indication and short audible indication shall be given when: the radio is switched on; the emergency button is pushed (in this case nothing else will happen).
08_eirene	1276	An audible and visual indication of an incoming call shall be provided.
08_eirene	1277	Where available, the functional identity of the calling party shall be displayed.
08_eirene	1278	A short audible and visual indication of the incoming call shall be provided.
08_eirene	1279	The group identity of the voice group call (VBS or VGCS) shall be displayed.
08_eirene	1280	If the call is a broadcast call, the user shall be informed that he cannot speak as part of the broadcast call.
08_eirene	1281	If the call is a group call, the user has to request permission to speak during the call by using the Push-To-Talk (PTT) function.
08_eirene	1282	In a group call, a visual indication shall be provided to remind the user of the need to use the PTT function.
08_eirene	1283	The user may not speak in a group call until permission is granted by the network after using the PTT function.
08_eirene	1284	In a group call, an audible and visual indication of whether the request was successful shall be provided. The user may then talk whilst the PTT function is used.
08_eirene	1285	If the user moves out of the group or broadcast call area whilst the call is in progress, an audible and visual indication of the loss of call shall be provided to the user.
08_eirene	1286	Reception of this call shall proceed as for a standard group or broadcast call except that a distinctive audible and visual indication shall be provided.
08_eirene	1287	The radio shall provide a means for the user to terminate calls which he is authorised to terminate (ie all calls except broadcast or group calls not initiated by the user).
08_eirene	1289	If shunting mode is implemented, a means to enter and leave shunting mode shall be provided.
08_eirene	1290	If shunting mode is implemented, the functionality to enter or leave shunting mode shall not be available whilst there are on-going calls involving the Operational radio.
08_eirene	1291	If shunting mode is implemented, the link assurance tone shall be provided via the loudspeaker.
08_eirene	1292	A means to enter/leave the direct mode of operation should be provided (see section 15).
08_eirene	1293	The radio shall have an on/off switch. Switching the radio on shall initiate the following: transitory lighting of any display, controls or indicator lights; automatic self-testing; if the self-test fails a visible and audible indication shall be provided; connection to a mobile network (see section ); if connection is successful, the name of the network shall be displayed and an audible confirmation of successful connection shall be given; if connection is not successful, an audible and visual indication shall be provided.
08_eirene	1294	At this point the radio should be able to receive all calls initiated using the telephone number or appropriate group call number.
08_eirene	1295	Switching the radio off shall cause the following: termination of all calls under the control of (ie initiated by) the radio; disconnection of the radio from the network; clearing the display and inhibition of functions.
08_eirene	1296	When switched off, the radio shall retain any settings and numbers which are stored at the time the radio is switched off.
08_eirene	1298	The user shall be able to select his preferred language for the display; this setting shall be retained by the radio.
08_eirene	1299	When the radio is first powered on, the language that appears on the display shall be the default one set by the national railway.
08_eirene	1300	Where more than one mobile radio network is available for use by a mobile, the selection of the network to use shall be automatic (see section ).
08_eirene	1301	When the mobile changes network automatically, a visual and audible indication shall be given.
08_eirene	1302	It shall be possible for a user to override the automatic network selection manually. This function shall not be available during calls.
08_eirene	1303	It shall be possible to register and deregister a functional number in the following way: Initiated by the user and transmitted to the ground: user enters functional number which is transmitted to the network.
08_eirene	1304	Where a change of functional number is required, it shall be possible for the user to initiate the change.
08_eirene	1305	It shall be possible for the user to find and display stored numbers and their information.
08_eirene	1306	It shall be possible for the user to store and/or overwrite numbers and their details in the radio.
08_eirene	1307	A standard data interface should be provided to allow a computer to be connected to the radio.
08_eirene	1320	The Operational radio MMI shall comprise the following components: display; control panel; loudspeaker; microphone.
08_eirene	1326	A dedicated Push-To-Talk button shall be provided.
08_eirene	1327	A visual and audible alarm shall be given when the remaining capacity of the battery is such as to enable only 10 minutes of full duplex call time.
08_eirene	1328	A visual indication shall be provided to the user if the network service is no longer available.
08_eirene	1329	An audible indication should be provided to the user if the network service is no longer available.
08_eirene	1335	The primary controllers MMI should provide the following functionality: Queue all incoming calls or call requests.
08_eirene	1336	Display the queue to the controller, showing the functional identity and priority of callers.
08_eirene	1337	High priority calls should be identified and presented at the top of the queue.
08_eirene	1338	Allow the controller to select any of the incoming calls currently queued by the system.
08_eirene	1339	Allow the controller to establish a call of Railway emergency, public emergency or railway operation priority to any mobile by selection from the display.
08_eirene	1340	Allow the controller to establish, close, enter and leave group calls (at Railway emergency, public emergency or railway operation priority).
08_eirene	1341	Allow sending and receiving of text messages.
08_eirene	1342	For post incident analysis, the controller equipment should provide the possibility to record all operational speech and data calls.
08_eirene	1343	It should be possible for calls to be answered automatically according to incoming call priority as defined in section.
08_eirene	1350	The EIRENE system shall enable users to originate and receive calls by functional number.
08_eirene	1351	Each mobile shall be identified by a unique telephone number.
08_eirene	1352	The use of train numbers to address trains shall not result in any ambiguities.
08_eirene	1353	Every on-train function shall be identified by a unique standard number.
08_eirene	1354	The use of engine/coach numbers to address trains shall not result in any ambiguities.
08_eirene	1355	Every on-engine/coach function shall be identified by a unique standard number.
08_eirene	1356	Every shunting team number shall be based on an association of: service area identifier; shunting team identifier.
08_eirene	1357	Every maintenance team number shall be based on an association of: service area identifier; type of maintenance team (speciality code); maintenance team identifier.
08_eirene	1358	Every controller number shall be based on an association of: controller location; controller identifier.
08_eirene	1360	Group call service areas shall be freely configurable within the operational responsibility of each railway network.
08_eirene	1366	Authorised users within the EIRENE network shall be able to receive calls from calling parties outside the EIRENE network.
08_eirene	1372	The lowest priority ongoing call shall be pre-empted before that of a higher priority.
08_eirene	1376	A mobile may be a member of a number of groups. It shall be possible to activate or deactivate the mobiles subscription to these groups.
08_eirene	1377	Activating a group on the mobile shall allow a user to receive a call from that group.
08_eirene	1378	Deactivating a group on the mobile shall prevent a user receiving calls from that group.
08_eirene	1380	All mobiles with Railway emergency group call subscription(s) shall be prevented from deactivating the emergency group(s) whilst operational.
08_eirene	1381	Authorised networks shall be listed (or automatically selected if automatic selection has been enabled) in the following order: home EIRENE network; foreign EIRENE networks; public networks.
08_eirene	1382	Where EIRENE facilities are not available within the currently selected network, the user shall be given a visible indication.
08_eirene	1391	An addressing scheme shall be provided which permits users to be identified by numbers corresponding to their functional roles rather than by numbers tied to the terminal equipment that they are using.
08_eirene	1394	It shall be possible to assign up to a minimum of 3 functional numbers to an EIRENE user at any one time.
08_eirene	1395	Only one EIRENE user shall be assigned to a given functional number at any one time.
08_eirene	1396	A user shall be able to set up a functional number on one network, and cancel the number from another network.
08_eirene	1397	The functional number shall remain valid as a user roams from one network to another.
08_eirene	1399	It shall be possible to call EIRENE users by functional numbers from a wide range of terminals (EIRENE and non-EIRENE). Examples include EIRENE mobiles, controller terminals, railway fixed network telephones and public telephones. (All such calls will be subject to any access restrictions see section .)
08_eirene	1400	The functional addressing scheme should permit calls to be routed from a controller to an international train within the control area without reference to any EIRENE system other than that providing service to the international train.
08_eirene	1401	Functional numbers must be unique within the domain of operation. Since the number must be independent of networks, each number must be unique across all networks (including implementation of EIRENE facilities on public networks).
08_eirene	1402	The functional number shall consist of numeric characters only.
08_eirene	1404	The functional identity of the called user shall be presented to the user initiating a call and the functional identity of the initiator shall be presented to the user receiving a call.
08_eirene	1405	For broadcast and group voice communications, the functional identity provided shall be that of the broadcast or group identity.
08_eirene	1406	If the user initiating the call has more than one functional identity, the user shall be able to select, prior to call establishment, which functional identity is presented to the receiving user.
08_eirene	1407	In the case of Cab radio, when a train number is assigned as a functional identity, this shall take priority over other Cab radio functional identities, and shall be the functional identity for the Cab radio to be displayed to other users.
08_eirene	1410	The functional addressing scheme shall be supported by a straightforward procedure for registration of functional numbers. This procedure shall be carried out by the user on commencement of the functional role.
08_eirene	1412	It should be possible for the system to prevent certain types of users from registering functional numbers that they are not authorised to use, for example: train number; driver of train; shunting team leader.
08_eirene	1415	Duplicate functional numbers (eg two trains with the same train number) shall be prevented.
08_eirene	1416	The system shall provide a means to recover consistent data sets following a system failure during which functional addressing facilities are lost. During this recovery period, the system shall not permit the use of unverified functional numbers.
08_eirene	1417	The functional addressing scheme shall be supported by a straightforward procedure for deregistration of functional numbers. This procedure shall be carried out by the user at the end of the functional role.
08_eirene	1418	The functional number deregistration facility shall be supported by all EIRENE user equipment.
08_eirene	1420	In addition, a given set of users shall also be allowed to: deregister a functional number which is no longer valid but which has not been deregistered by the user; deregister, by overriding, another user of the same type (eg a driver can deregister a train number that another driver has forgotten to deregister); deregister, with one action, all functional numbers associated with the same mobile (eg the driver deregisters all functions at the end of the journey).
08_eirene	1421	An EIRENE mobile shall remove the displayed functional number and provide an indication to the user that deregistration has taken place.
08_eirene	1422	To allow roaming between EIRENE networks, the system shall support a procedure for the re-registration of functional numbers after selection of a new network.
08_eirene	1424	After automatic re-registration is performed, the new registration details shall be displayed to the user.
08_eirene	1425	Location dependent addressing shall be provided to route calls for a given function to a destination number that is dependent upon the users location.
08_eirene	1426	The functions to which calls shall be routed based upon the location of the mobile shall include: Primary controller; Secondary controller; Power supply controller; Train management centre (eg RBC, CTS).
08_eirene	1427	The correspondence between the locations and the destination of the call shall be easily re-configurable to support dynamic changes in controller area boundaries (eg controller area boundaries will change from peak to off-peak periods during the working day or over longer periods, areas may change to match changes in railway organisation or traffic demand).
08_eirene	1429	The location dependent addressing scheme shall be available to all mobiles.
08_eirene	1430	As a minimum, the location information used by the EIRENE system shall be derived from that available from the network itself (eg current cell or base station serving the mobile).
08_eirene	1431	Where greater accuracy for location dependent addressing is required, additional location information may be provided by systems external to EIRENE. Sources of such information may include:  a) ground-based signalling systems; b) on-train systems (eg ERTMS/ETCS equipment, balise readers, GPS etc).
08_eirene	1432	There is a requirement that the EIRENE system can be used as a bearer to support an application connected to the radio for exchange of text messages between ground and mobile(s) or mobile and ground.
08_eirene	1435	It should be possible to transfer text messages between ground and mobile(s) through the EIRENE system.
08_eirene	1441	A standard data interface between the mobile and the application module shall be provided.
08_eirene	1445	The type of call initiated shall be determined automatically, based upon the mode of operation of the radio.
08_eirene	1446	If the mobile is in shunting mode, the emergency call button shall initiate a shunting emergency call, otherwise the call shall be a Train emergency call.
08_eirene	1447	The Train emergency call shall be sent to all drivers and controller(s) within an area, which is pre-defined to meet operational requirements. The predefined areas for emergency calls shall include, where necessary, parts of one or more network(s).
08_eirene	1448	The appropriate ERTMS/ETCS RBC should be informed when a Train emergency call is initiated.
08_eirene	1449	The Shunting emergency call shall be sent to all users involved in shunting operations in the shunting area.
08_eirene	1450	The Shunting emergency call shall automatically take priority over the link assurance signal.
08_eirene	1452	A Railway emergency call shall be able to be initiated by using a simple MMI action (eg a single MMI action for the Cab and Operational radios).
08_eirene	1453	A connection of Railway emergency priority (see section ) shall be established to a pre-determined set of receiving mobiles and controller(s).
08_eirene	1454	If the system is not able to connect the call, the system shall automatically keep trying to connect the call for 30 seconds.
08_eirene	1455	During this period the user shall be provided with an audible and visual indication that the system is trying to connect the call.
08_eirene	1456	After the 30 second period, if the connection was unsuccessful, the system shall provide another audible and visual indication that it was unable to connect the call.
08_eirene	1457	An audible indication of 5 seconds (to be confirmed by trials) shall be provided to originating and receiving users that the emergency function has been activated.
08_eirene	1459	A continuous visual indication that the emergency function has been activated shall be provided at the originating and all receiving terminals.
08_eirene	1460	In the event that a train enters the affected area after the warning stage is complete, the same audible and visual indications shall be provided.
08_eirene	1461	A speech connection shall be established immediately following the warning tone, to allow the originator of the emergency call, to give information concerning the nature of the emergency.
08_eirene	1462	Speech should be possible to allow a controller receiving the warning tone to give information.
08_eirene	1463	Additionally, speech should be possible to allow other mobile users receiving the warning tone to give information.
08_eirene	1464	The information shall be received by the same set of users who received the warning tone.
08_eirene	1465	A Railway emergency call may only be terminated by: the originator of the call; a controller participating in the call; the network following a (nationally determined) period of no speech.
08_eirene	1466	If the radio moves out of the area whilst the emergency call is in progress, an audible and visual indication of the loss of the call shall be provided to the user.
08_eirene	1467	Authorised EIRENE mobiles shall be able to receive a Railway emergency call at any time while the mobile is powered up.
08_eirene	1468	For Railway emergency calls initiated by a mobile, the controllers display will indicate: location; the functional identity of the originating mobile, which includes the following: the train number, if available; the engine number, if no train number is available; the coach number of the leading cab, if neither a train number nor an engine number is available.
08_eirene	1469	For post-incident analysis, it is important that the origination and reception of Railway emergency calls by mobiles is confirmed by a message sent to a ground-based central location (and also recorded in the on-train recording device).
08_eirene	1470	The confirmation shall be generated automatically without input from the user.
08_eirene	1471	The confirmation message shall commence at the end of the call or if the radio moves out of the call area.
