;Dataset;Requirement_Text;{replaced_term:inserted_abbreviation}
1015;08_eirene;A driver shall be able to initiate the establishment of a call to other drivers with a minimum of action (eg a single keystroke).;{}
1016;08_eirene;The group identity shall be displayed on the Cab radios of the participating drivers.;{}
1017;08_eirene;An audible and visual indication shall be provided to the driver that the call is proceeding.;{}
1018;08_eirene;Once connected, the driver shall be able to communicate with other driver(s) by using the Push-To-Talk button on the handset. An indication shall be provided to the driver as a reminder of the need to use the Push-To-Talk button on the handset if he wants to talk.;{}
1019;08_eirene;The call shall be connected to LS until the driver picks up the handset.;{'loudspeaker': 'LS'}
1020;08_eirene;The call shall continue until terminated by the calling driver, an authorised controller or the network.;{}
1021;08_eirene;If the train moves out of the group call area whilst the call is in prog, an audible and visual indication of the loss of call shall be provided to drv.;{'driver': 'drv'}
1022;08_eirene;If the system is not able to connect the call, an audible and visual indication shall be provided to the driver.;{}
1023;08_eirene;It shall be possible for a driver to initiate Railway emergency calls (see section 13).;{}
1024;08_eirene;If a train-borne recorder is connected to the Cab radio, details of the activation, termination and any failures of the emergency function shall be sent to the train-borne recorder as each event occurs.;{}
1025;08_eirene;A continuous visual and short audible indication (from 0 to 20 seconds, for trials: 5 seconds) that the emergency function has been activated shall be provided in the cab. (Note that when the handset is off-hook, the audible indication shall be sounded from the loudspeaker at a low volume, but shall not be sounded from the handset.);{}
1026;08_eirene;Once the Railway emergency call is connected and the audible indication is finished, an indication shall be provided to drv as a reminder of the need to use the Push- To-Talk button on the handset if he wants to speak.;{'driver': 'drv'}
1027;08_eirene;The call shall be connected to the loudspeaker until drv picks up the handset.;{'driver': 'drv'}
1028;08_eirene;If the train moves out of the call area whilst the call is in prog, it will leave the call and an audible and visual indication of the loss of call shall be provided to the driver.;{'progress': 'prog'}
1029;08_eirene;Once the call is terminated, the continuous visual alarm indication in the cab shall cease.;{}
1030;08_eirene;If the system is not able to connect the call, an audible and visual indication shall be provided to the driver.;{}
1031;08_eirene;Many trains employ multiple active traction vehicles.;{}
1032;08_eirene;Where these vehicles are not connected by on-train wire connections, it shall be possible for the lead driver to establish a permanent radio connection between each of the active cabs.;{}
1033;08_eirene;The call will be established from the active cab of the lead traction vehicle.;{}
1034;08_eirene;Whilst on-going, a multi-drivers indication shall be displayed permanently at all Cab radios.;{}
1035;08_eirene;The lead driver shall be notified if a member of the group has placed the call on hold, although this shall not affect comm between the remaining members of the group.;{'communication': 'comm'}
1036;08_eirene;At any time during the call, the lead driver shall be able to remove a member of the group.;{}
1037;08_eirene;The lead driver shall be able to terminate the entire call.;{}
1038;08_eirene;If a driver is disconnected from the multi-driver call, a clear indication shall be given.;{}
1039;08_eirene;The setting up and closing down of a multi-driver call shall be simplified using automation or guidance through the steps required.;{}
1040;08_eirene;In each cab, the call shall be connected to the loudspeaker whilst the handset is on- hook.;{}
1041;08_eirene;If any part of the call fails, an audible and visual indication shall be provided in the appropriate cab.;{}
1042;08_eirene;If the call fails in the lead traction vehicle, the lead driver will be responsible for re- establishing the call.;{}
1043;08_eirene;If the call fails to any other cab, the driver in that cab will call the lead cab and request re-establishment of the call.;{}
1044;08_eirene;For calls between a controller and the lead cab, it shall be possible to add the controller to the multi-driver call.;{}
1045;08_eirene;Either the lead driver calls the controller or the controller calls the lead driver.;{}
1046;08_eirene;In the latter case, the controller is automatically added into the multi- driver call.;{}
1047;08_eirene;Functional identity of the controller shall be displayed in the leading cab.;{}
1048;08_eirene;It shall be possible for the driver to contact members of on-board train staff using a point-to-point voice call.;{}
1049;08_eirene;Upon activation of this function, the Cab radio shall provide the driver with a list of generic staff, eg: chief conductor conductor 1 conductor 2 catering staff 1.;{}
1050;08_eirene;The driver shall then be prompted to select the train staff with which he wishes to communicate.;{}
1051;08_eirene;On many trains, STF may be connected by intercom or internal telephone rather than by radio.;{'staff': 'STF'}
1052;08_eirene;It is required that, in these cases, the Cab radio shall be integrated with internal communication systems such that the appropriate means of connection (wire or radio) will be determined automatically.;{}
1053;08_eirene;The Cab radio shall be capable of being used as a standard telephone, such that the driver is able to call any valid number subject to pre-defined call restrictions.;{}
1054;08_eirene;The call may be initiated by: selection from a pre-defined list (up to 99 entries) direct dialling a subscriber number calling a functional number.;{}
1055;08_eirene;An audible and visual indication of an incoming call shall be provided.;{}
1056;08_eirene;The functional identity (which may contain an alphanumeric description) of the calling party, when available, shall be displayed.;{}
1057;08_eirene;Point-to-point calls that are not automatically answered (see table 10-1) shall only be answered once the driver accepts the call.;{}
1058;08_eirene;Once the driver has accepted the standard point-to-point call, it shall be connected appropriately, eg if the driver has accepted the call by lifting the handset, then the call shall be routed to the handset.  Receive incoming group or broadcast voice call;{}
1059;08_eirene;An audible and visual indication of the incoming call shall be provided when a Cab radio receives a group or broadcast call.;{}
1060;08_eirene;The group identity of the voice group call (VBS or VGCS) shall be displayed.;{}
1061;08_eirene;Group or broadcast calls shall automatically be connected to the loudspeaker if the handset is not in use, or to the handset if the handset is off hook.;{}
1062;08_eirene;The driver shall be informed if a broadcast call is ongoing by a visual indication displayed on the MMI.;{}
1063;08_eirene;It is not possible for the driver to speak as part of the call when receiving a broadcast call.;{}
1064;08_eirene;If the call is a group call, the driver shall be required to request permission before being able to speak as part of the call by lifting the handset and pushing the Push-To- Talk (PTT) button.;{}
1065;08_eirene;During a group call, a visual indication shall be displayed on the drivers MMI to remind the driver of the need to use the PTT button.;{}
1066;08_eirene;The driver can not speak in a group call until permission is granted by the network after pushing the PTT button.;{}
1067;08_eirene;In a group call, an audible and visual indication of whether the request to talk was successful shall be provided.;{}
1068;08_eirene;The driver shall then be able to speak as part of the call whilst the PTT button is pressed.;{}
1069;08_eirene;If the train moves out of the group or broadcast call area whilst the call is in prog, an audible and visual indication of the loss of call shall be provided to the driver.;{'progress': 'prog'}
1070;08_eirene;Reception of this call proceeds as for a standard group or broadcast call, except that a distinctive audible and visual indication shall be provided in the cab.;{}
1071;08_eirene;If a train-borne recorder is connected to the Cab radio, details of an incoming Railway emergency call shall be transmitted to the train-borne recorder for recording, see section .;{}
1072;08_eirene;An automatic confirmation shall be generated by the Cab radio at the end of the Railway emergency call as detailed in section 13.;{}
1073;08_eirene;Automatic confirmation of receipt of Railway emergency calls will be used to provide a means of determining which trains have received a Railway emergency call (see section 13).;{}
1074;08_eirene;The Cab radio shall provide a means for the driver to terminate calls which he is authorised to terminate (ie all calls except Railway emergency calls not initiated by the driver and shunting group calls).;{}
1075;08_eirene;For group or broadcast calls, a means to leave the call without terminating the call shall be provided.;{}
1076;08_eirene;The Cab radio system shall be able to receive incoming text messages (see section 12 for details).;{}
1077;08_eirene;The Cab radio shall support a shunting mode of operation that provides a link assurance tone to reassure users of the integrity of the communication link (see section 14).;{}
1078;08_eirene;A means to enter and leave shunting mode shall be provided.;{}
1079;08_eirene;The functionality to enter and leave shunting mode shall not be available when there are on-going calls involving the Cab radio.;{}
1080;08_eirene;The link assurance tone shall be provided via LS.;{'loudspeaker': 'LS'}
1081;08_eirene;If the Cab radio is equipped with an additional security device, this audible indication may be muted for the drivers convenience.;{}
1082;08_eirene;In this case, the security device alerts the driver if the link has failed or if it is cancelled.;{}
1083;08_eirene;It should be possible for the Cab radio to be used without the network service (if it should fail or if there is no authorised network coverage), such that local open channel communications are still possible. op mode is termed direct mode (see section 15).;{'mode of operation': 'op mode'}
1084;08_eirene;If direct mode is implemented, a means to enter and leave direct mode shall be provided.;{}
1085;08_eirene;If the radio is in direct mode and the normal network service returns, the user shall be provided with an audible and visual indication.;{}
1086;08_eirene;Not all communications using the Cab radio will involve the driver. Where these calls involve the Cab radio, the driver shall be provided with an indication that the Cab radio is busy.;{}
1087;08_eirene;For voice calls using the Cab radio not involving the driver as a called or calling party, the driver shall have the possibility to listen to the audio output of the communication.;{}
1088;08_eirene;For voice communications, if the driver picks up the handset, the radio shall allow him to join comm.;{'communication': 'comm'}
1089;08_eirene;The driver shall be able to terminate comm (voice or data) by selecting another call.;{'communication': 'comm'}
1090;08_eirene;"Where the Cab radio is required by a national railway to support a handheld portable, the Cab radio shall: provide a clear indication as to whether the handheld portable is activated or not; provide an interface to allow the handheld portable to be recharged when not in use; forward calls automatically to the handheld portable when the handheld portable is activated; cancel any call forwarding to the handheld portable when it is deactivated; allow the driver to override the call forwarding to the handheld portable.";{}
1091;08_eirene;"Powering up the Cab radio will initiate the following: AST; automatic selection of the pre-set loudspeaker volume; registration with other on-train systems, such as ERTMS/ETCS; all failures of self-tests should be recorded in the train-borne recorder; connection of the Cab radio to an authorised mobile network.";{'automatic self - testing': 'AST'}
1092;08_eirene;"This shall be the network to which the mobile was last registered (where available); if connection is successful, the name of the network shall be displayed on the MMI and an audible indication of successful connection shall be given; if connection is not successful, an audible and visual indication shall be provided. if connection is not successful, the manual network selection procedure may be initiated by the driver (see ).";{}
1093;08_eirene;At the point of successful connection, the Cab radio will be able to receive all calls made using the Cab radios telephone number, engine number or appropriate group call numbers (including Railway emergency calls).;{}
1094;08_eirene;Powering down the Cab radio shall cause DISC of the Cab radio from the mobile network.;{'disconnection': 'DISC'}
1095;08_eirene;When switched off, the radio shall retain any numbers which are stored at the time the radio is switched off.;{}
1096;08_eirene;The MMI on/off control shall be designed to prevent accidental activation/ deactivation.;{}
1097;08_eirene;"Switching the MMI on shall cause the following: self test of MMI (eg transitory lighting of the display and of all the controls and indicator lights of the MMI); determination of the status of the Cab radio, providing a display of radio status on the MMI.";{}
1098;08_eirene;"When the MMI is switched on, the configuration shall be determined by the time elapsed since the MMI was last switched off: less than minutes the MMI shall power up with the same configuration as when t it was last powered down; greater than minutes the MMI shall power up with default settings.";{}
1099;08_eirene;The time should be able to be varied between 0 and 240 minutes, as a maintenance t function, allowing the radio to power up in a consistent state following minor operational procedures or power interruptions.;{}
1100;08_eirene;"Switch off shall be soft so that the Cab radio completes the following housekeeping functions before actually switching off: controlled termination of a current call; deregister train number (where applicable); store required data; confirmation of Railway emergency calls (see section 13).";{}
1101;08_eirene;As far as possible, the above procedure should also apply on power failure.;{}
1102;08_eirene;"When switched off, the following functions (if available) shall still be provided: public address; call Chief Conductor; intercom.";{}
1103;08_eirene;It shall be possible to present radio related prompts and information in No of different languages.;{'number': 'No'}
1104;08_eirene;By default, prompts and information shall be displayed in the language selected by the train owner (as stored within the system).;{}
1105;08_eirene;It shall be possible for the user to display a list of available languages and select the language in which radio related prompts and information are displayed both at turn on and during a journey (eg where a change of drivers may occur).;{}
1106;08_eirene;The languages to be supported will be a matter for each national railway to decide.;{}
1107;08_eirene;The radio shall support at least ten different languages.;{}
1108;08_eirene;By default, the loudspeaker volume shall be set to a pre-determined level suitable for the operating environment (as stored within the system).;{}
1109;08_eirene;It shall be possible for the driver to increase and decrease the loudspeaker volume within the adjustment range selected.;{}
1110;08_eirene;When the handset is picked up, the loudspeaker shall continue to operate, but at a reduced volume level.;{}
1111;08_eirene;Using sMMI, it shall be possible for the driver to view a prioritised list of all authorised mobile radio networks (see section ).;{'simple MMI action': 'sMMI'}
1112;08_eirene;When presented with this list, it shall be possible for the driver (using simple MMI actions) to select the required mobile radio network manually, whereupon the Cab radio shall attempt to attach to this selected network.;{}
1113;08_eirene;The manual network selection function shall not be available when there are on-going voice calls involving the Cab radio.;{}
1114;08_eirene;A visual confirmation of the new network identity shall be given to drv when a manually initiated network change has been completed successfully.;{'driver': 'drv'}
1115;08_eirene;Directed network selection is suitable for crossing international borders.;{}
1116;08_eirene;The Cab radio should be capable of selecting the mobile radio network automatically from a list of suitable networks (see section ).;{}
1117;08_eirene;If automatic network selection is implemented, it shall be possible for the driver to activate and deactivate automatic network selection.;{}
1118;08_eirene;Automatic network selection shall not be used for international border crossing.;{}
1119;08_eirene;If directed network selection and/or automatic network selection are implemented, the driver shall be informed by means of an audible and visual indication of the new network identity whenever a network change takes place without user intervention.;{}
1120;08_eirene;Manual network selection is suitable for crossing international borders.;{}
1121;08_eirene;If directed network selection is implemented, input from the external device(s) shall initiate the network change regardless of the identity of the current network and how it was selected.;{}
1122;08_eirene;Automatic network selection is not suitable for use in areas where there is a risk that the Cab radio will change to a foreign network unpredictably.;{}
1123;08_eirene;The Cab radio should be capable of selecting the mobile radio network as directed by input from an external device (eg a balise).;{}
1124;08_eirene;If directed network selection is implemented and voice calls are ongoing at the time when the external device attempts to trigger a network change, an audible and visual indication shall be given to the driver and network change shall be deferred until the call is terminated or until coverage of the current network is lost.;{}
1125;08_eirene;Directed network selection is suitable for crossing international borders.;{}
1126;08_eirene;The Cab radio should be capable of selecting the mobile radio network automatically from a list of suitable networks (see section ).;{}
1127;08_eirene;If automatic network selection is implemented, it shall be possible for the driver to activate and deactivate automatic network selection.;{}
1128;08_eirene;Automatic network selection shall not be used for international border crossing.;{}
1129;08_eirene;Automatic network selection is not suitable for use in areas where there is a risk that the Cab radio will change to a foreign network unpredictably.;{}
1130;08_eirene;If directed network selection and/or automatic network selection are implemented, the driver shall be informed by means of an audible and visual indication of the new network identity whenever a network change takes place without user intervention.;{}
1131;08_eirene;"It shall be possible for the driver to register and deregister a train number in the following ways: 1) enter train number;  2) initiate automated request (applicable only for leading driver).";{}
1132;08_eirene;Where the driver is required to enter the train number information, the information entered shall be shown on the display and require confirmation by the driver before further actions are possible.;{}
1133;08_eirene;If an automated request is initiated (option 2), the driver shall be able to accept or reject the train number returned by the network.;{}
1134;08_eirene;Where ERTMS/ETCS and radio systems are available and the driver is required to enter the train number as part of the initialisation procedure, this task shall be carried out only once on the ERTMS/ETCS system and the entered number transmitted to RS.;{'radio system': 'RS'}
1135;08_eirene;Data entry may be from either system depending on the operating procedures agreed between the train operator and the railway infrastructure operator.;{}
1136;08_eirene;The driver shall be warned (by audible and visual indications) if a train with the same train number is already registered on the same network.;{}
1137;08_eirene;A means to override the currently registered train number shall be provided to the newly registering driver.;{}
1138;08_eirene;The driver of the previously registered train shall be informed (by audible and visual indications) that his train number has been overridden by another driver.;{}
1139;08_eirene;Where a change of train number is required during the course of a trains journey, it shall be possible for drv to initiate the change or override the automatic change. This shall be carried out by entering the train number (option 1 in ).;{'driver': 'drv'}
1140;08_eirene;Non leading drivers shall be able to indicate to the system their location in the train during the registration procedure (2nd driver, 3rd driver etc).  Register and deregister on-train users (on-train functions);{}
1141;08_eirene;The drivers functional number shall be automatically registered/deregistered when the train number is registered/deregistered.;{}
1142;08_eirene;The functional number of other on-train users who may be addressed through the Cab radio via the on-train bus shall be registered/deregistered automatically at the same time as the registration/deregistration of the drivers functional number.;{}
1143;08_eirene;Where an on-train bus is connected to the Cab radio, deregistration of functional numbers can be performed on an individual basis and also by the train driver, by one action for all users (including the driver), at the end of the journey when the train number is no longer associated with the train.  Register and deregister stock number (engine/coach number);{}
1144;08_eirene;There shall be a fixed relationship between the telephone numbers of radios installed in the locomotive/coach and the stock number, which shall remain even if the radio is changed.;{}
1145;08_eirene;"It shall be possible to register and deregister a stock number in one or both of the following ways: automatically using information from on-board systems; automatically via a fixed interface between the locomotive/coach and the radio. Store/retrieve numbers and their details";{}
1146;08_eirene;The Cab radio shall have a reconfigurable list of stored numbers that may be used to perform abbreviated dialling to named user identities.;{}
1147;08_eirene;It shall be possible for the driver to find and display stored numbers and their information.;{}
1148;08_eirene;It should be possible for drv to store and overwrite numbers and their details in the Cab radio.;{'driver': 'drv'}
1149;08_eirene;"General MMI functions are required to support the following call functions: forward call to the driver handportable; put a call on hold; display incoming call details whilst in an on-going call; temporarily exit an existing call to answer another incoming call; multi-driver call service.";{}
1150;08_eirene;The actions required from the driver will be as simple as possible.;{}
1151;08_eirene;It shall be possible to initiate tests of the radio to provide the driver with a reasonable level of certainty that the radio and MMI are working.;{}
1152;08_eirene;Such tests shall not prevent calls.;{}
1153;08_eirene;The result of the tests shall be displayed in a similar format to the self-test when MMI is powered on.;{}
1154;08_eirene;Other Cab radio functions Handle incoming/outgoing calls to/from appropriate on-train users or devices;{}
1155;08_eirene;The Cab radio system may be required to be able to handle incoming and outgoing calls not only to and from the driver, but also to and from other on-train users and devices (conductor, PAS, data systems, etc) via appropriate interfaces and ports.;{'public address system': 'PAS'}
1156;08_eirene;For data applications, calls shall be possible even if the driver MMI is switched off.;{}
1157;08_eirene;The Cab radio may need to conserve battery power when the radio is powered up but the MMI is switched off.  Handling of call priorities;{}
1158;08_eirene;The Cab radio may be required to set up calls from a number of different sources. Therefore, the radio shall provide a priority function for calls from different sources in order to handle contention for the radio.;{}
1159;08_eirene;In order to meet other call priorities, established calls shall be able to be either put on hold or cleared down (pre-empted).;{}
1160;08_eirene;The Cab radio shall be capable of handling contention between calls of differing priorities.;{}
1161;08_eirene;An outgoing call request of higher priority than an established call shall take precedence over the established call.;{}
1162;08_eirene;Where pre-emption occurs, an advisory indication may be provided to the pre-empted parties.;{}
1163;08_eirene;Priority call handling facilities shall be provided such that the performance requirements defined in sections  and  can be met.;{}
1164;08_eirene;Upon the request of the driver, the Cab radio should be able to perform a suite of run- time diagnostic tests on all physical interfaces.;{}
1165;08_eirene;If run-time diagnostics are implemented, failure of an interface shall be reported to the driver via the display.;{}
1166;08_eirene;If run-time diagnostics are implemented, all failures should be available to be recorded in a train-borne recorder.;{}
1167;08_eirene;If run-time diagnostics are implemented, diagnostic tests shall not interfere with normal operation of the Cab radio.;{}
1168;08_eirene;Railways will require facilities to support the use of automatic test equipment with mobile radios.;{}
1169;08_eirene;Train-mounted equipment including the Cab radio terminal equipment, MMI and antenna shall comply with spec in section  and all of those defined in this section.;{'specification': 'spec'}
1170;08_eirene;The radio equipment that will be mounted in rolling stock can be split into two classes: in-cab equipment and external equipment. Each type of equipment has slightly different requirements placed upon it in terms of EMC and climate. (UIC fiche 651 is a useful reference concerning the layout of cab equipment.);{}
1171;08_eirene;Measures should be taken to reduce the risk of theft of radio equipment. Examples of such measures include physical protection, alarms and access control measures.;{}
1172;08_eirene;Ease of maintenance should be taken into account in the design and installation of radio equipment. For example, maintenance access to antennas on vehicles should be provided.;{}
1173;08_eirene;"CabRd should be able to continue to operate for a period of at least 1 hour in evt of failure of the trains power supply, based on the following cycle: point-to-point calls 20%; group calls 5%; standby 75%.";{'cab radio': 'CabRd'}
1174;08_eirene;Requirements on electromagnetic emissions for the Cab radio are to be more stringent than those defined for other radio types due to close proximity to other train-mounted control and protection equipment, and higher transmission power.;{}
1175;08_eirene;"The driver man-machine interface shall comprise the following components: display; control panel; loudspeaker; handset with Push-To-Talk button.";{}
1176;08_eirene;Radio equipment installed in a drivers Cab shall not obstruct the drivers vision or otherwise hinder the safe driving of the train.;{}
1177;08_eirene;The design of the equipment shall make it possible to install it within a cab complying with the requirements of UIC fiche 651 concerning the layout of cab equipment .;{}
1178;08_eirene;All call related functions shall be possible with the handset on or off the hook.;{}
1179;08_eirene;Note: there is no requirement for hands free operation.;{}
1180;08_eirene;drv shall be able to adjust the brightness of buttons, indicator lights and displays according to the ambient lighting in the cab.;{'driver': 'drv'}
1181;08_eirene;drv shall be able to adjust the contrast of the display.;{'driver': 'drv'}
1182;08_eirene;The emergency call button shall be red and shall be protected against accidental use.;{}
1183;08_eirene;Any displays shall be clearly readable from a normal drivers position, assuming a normal reading distance.;{}
1184;08_eirene;Displayed characters shall have a minimum height of 5mm.;{}
1185;08_eirene;"The following colours shall only be used where mandated in: red; green.";{}
1186;08_eirene;The standard set of audible and visual indications specified in the CENELEC Standard for the Driver-Machine Interface for ERTMS shall be implemented in the Cab radio system.;{}
1187;08_eirene;Some Cab radios may need to be operated by staff wearing gloves and controls may need to be suitable for use in a wide range of conditions, eg splash proof and suitable for viewing in direct sunlight and in darkness.;{}
1188;08_eirene;Where there is a risk that stored numbers or other set-up details may be accidentally changed, facilities should be provided on the Cab radio in order to prevent this happening.;{}
1189;08_eirene;CabRd shall provide a means of preventing tampering.;{'cab radio': 'CabRd'}
1190;08_eirene;If Cont with the mobile radio network is lost, then the Cab radio shall give an audible and visual indication.;{'contact': 'Cont'}
1191;08_eirene;A driver safety device (DSD) interface should be provided in traction units that are equipped with a DSD in order to support the transmission of a DSD alarm.;{}
1192;08_eirene;If such an interface is implemented, it shall be capable of being connected to a device complying with UIC fiche 641 concerning automatic vigilance devices used in international traffic.;{}
1193;08_eirene;The activation of DSD shall automatically trigger the Cab radio to send a data message.;{'driver safety device': 'DSD'}
1194;08_eirene;"The DSD alarm call/message shall provide the following information: train number; engine number; location information.";{}
1195;08_eirene;DSD alarm information shall be transmitted to the primary controller.;{}
1196;08_eirene;Additional information may also be provided if available from external systems.;{}
1197;08_eirene;"The Cab radio shall be able to provide the following information to a train-borne recorder or other equipment via a standardised interface: activation of Cab radio emergency call button; receipt of incoming Railway emergency call; termination of outgoing or incoming Railway emergency call; radio faults; driver safety device alarm message transmission; details of confirmation of Railway emergency call.";{}
1198;08_eirene;On-train mobiles shall provide a standardised interface to ERTMS/ETCS.;{}
1199;08_eirene;In addition, individual railways may have requirements to interface to national control/command systems.;{}
1200;08_eirene;Other interfaces may be provided in the Cab radio system.;{}
1201;08_eirene;This section identifies the functional requirements for General purpose radio.;{}
1202;08_eirene;It covers the functionality to be provided by the General purpose radio and the man-machine interface (MMI) is also defined.;{}
1203;08_eirene;In this section, the functions to be provided by the General purpose radio are described.;{}
1204;08_eirene;"The following functions will be provided: call authorised users (including controllers); send Railway emergency calls; receive Railway emergency calls; receive incoming calls; group and broadcast calls; terminate calls;  Other functions switch radio on and off; select language; select mobile radio network; adjust loudspeaker volume; register and deregister functional numbers; store/retrieve numbers and their details; computer interface.";{}
1205;08_eirene;The General purpose radio shall be capable of use as a standard telephone, such that the user is able to call any valid number subject to call RESTR enforced by the network.  Send Railway emergency call;{'restriction': 'RESTR'}
1206;08_eirene;The facility for a given General purpose radio to send a Railway emergency call (see section 13) shall be determined as a management function.;{}
1207;08_eirene;A special MMI action shall be required for a General purpose radio user to send a Railway emergency call.;{}
1208;08_eirene;It shall not be possible for any General purpose radio user to send a Railway emergency call by dialling a short code or telephone number.;{}
1209;08_eirene;An audible and visual indication of an incoming call shall be provided.;{}
1210;08_eirene;Where available, the functional identity of the calling party shall be displayed.;{}
1211;08_eirene;savic shall be provided.;{'short audible and visual indication of incoming call': 'savic'}
1212;08_eirene;The group identity of the voice group call (VBS or VGCS) shall be displayed.;{}
1213;08_eirene;If the call is a broadcast call, the user shall be informed that he cannot speak as part of the broadcast call.;{}
1214;08_eirene;If the call is a group call, the user has to request permission to speak during the call by using the Push-To-Talk (PTT) function.;{}
1215;08_eirene;In a group call, a visual indication shall be provided to remind the user of the need to use the PTT function.;{}
1216;08_eirene;The user may not speak in a group call until permission is granted by the network after using the PTT function.;{}
1217;08_eirene;In a group call, an audible and visual indication of whether the request was successful shall be provided. The user may then talk whilst the PTT function is used.;{}
1218;08_eirene;If the user moves out of the group or broadcast call area whilst the call is in progress, an audible and visual indication of the loss of call shall be provided to the user.;{}
1219;08_eirene;Reception of this call (if implemented) shall proceed as for a standard group or broadcast call except that a distinctive audible and visual indication shall be provided.;{}
1220;08_eirene;The radio shall provide a means for the user to terminate calls which he is authorised to terminate (ie all calls except broadcast or group calls not initiated by the user).;{}
1221;08_eirene;The radio shall have an on/off switch.;{}
1222;08_eirene;"Switching the radio on shall initiate the following: transitory lighting of any display, controls or indicator lights; automatic self-testing; if the self-test fails a visible and audible indication shall be provided; connection to a mobile network (see section ); if connection is successful, the name of the network shall be displayed and an audible confirmation of successful connection shall be given; if connection is not successful, an audible and visual indication shall be provided.";{}
1223;08_eirene;At this point, the radio will be able to receive all calls initiated using the telephone number or appropriate group call number.;{}
1224;08_eirene;"Switching the radio off shall cause the following: termination of all calls under the control of (ie initiated by) the radio; DISC of the radio from the network; clearing the display and inhibition of functions.";{'disconnection': 'DISC'}
1225;08_eirene;When switched off, the radio shall retain any settings and numbers which are stored at the time the radio is switched off.;{}
1226;08_eirene;Prompts and messages shall be capable of being displayed in at least 10 languages (rlW will choose which languages will be implemented).;{'railway': 'rlW'}
1227;08_eirene;"The user shall be able to select his preferred language for the display; this setting shall be retained by the radio.";{}
1228;08_eirene;When the radio is first powered on, the language that appears on the display shall be the default one set by the national railway.;{}
1229;08_eirene;Where more than one mobile radio network is available for use by a mobile, sel of the network to use shall be automatic (see section ).;{'selection': 'sel'}
1230;08_eirene;When the mobile changes network automatically, a visual and audible indication shall be given.;{}
1231;08_eirene;It shall be possible for a user to override the automatic network selection manually. This function shall not be available during calls.;{}
1232;08_eirene;It shall be possible to register and deregister a functional number in the following way:;{}
1233;08_eirene;Initiated by the user and transmitted to the ground: user enters functional number which is transmitted to the network.;{}
1234;08_eirene;Where a change of functional number is required, it shall be possible for the user to initiate the change.;{}
1235;08_eirene;It shall be possible for the user to find and display stored numbers and their information.;{}
1236;08_eirene;It shall be possible for the user to store and/or overwrite numbers and their details in the radio.;{}
1237;08_eirene;A standard data interface should be provided to allow a computer to be connected to the radio.;{}
1238;08_eirene;The full environmental and physical specification of the General purpose radio is intended to be as close as possible to that of a Commercial-Off-The-Shelf (COTS) mobile whilst adhering to spec provided in section  and this section.;{'specification': 'spec'}
1239;08_eirene;The General purpose radio should be small, compact and easy to carry.;{}
1240;08_eirene;It should be possible for a user to change the battery without the use of tools.;{}
1241;08_eirene;The weight of the General purpose radio including battery should not exceed 250g.;{}
1242;08_eirene;"General purpose radios should be equipped with RBC capable of providing a minimum of eight hours operation from a single charge based on the following cycle (see section ): point-to-point calls 20%; group calls 5%; standby 75%.";{'rechargeable battery': 'RBC'}
1243;08_eirene;Changing the battery should not result in losing data stored in the radio.;{}
1244;08_eirene;The General purpose radio should be suitable for use with a car adapter kit.;{}
1245;08_eirene;"The General purpose radio should comprise the man-machine interface which includes the following components: display; cp; loudspeaker; microphone.";{'control panel': 'cp'}
1246;08_eirene;The MMI should be suitable for use both by day and night.;{}
1247;08_eirene;The on/off control should be designed to prevent accidental activation/deactivation.;{}
1248;08_eirene;Facilities should be provided to adjust the loudspeaker volume.;{}
1249;08_eirene;A Push-To-Talk function shall be provided. The Push-To-Talk function does not need to be a dedicated button.;{}
1250;08_eirene;Four buttons should be provided for designated stored numbers. These buttons need not be dedicated buttons. (This facility is required to allow calls to specified users to be initiated quickly.);{}
1251;08_eirene;Stored numbers and other set-up details should be protected against accidental alteration.;{}
1252;08_eirene;If the ability to initiate Railway emergency calls is implemented in the radio, accidental initiation of a Railway emergency call shall be prevented.;{}
1253;08_eirene;A visual and audible indication shall be given when the remaining capacity of the battery is such as to enable only 10 minutes of full duplex call time.;{}
1254;08_eirene;A network service availability indication shall be provided to the user.;{}
1255;08_eirene;A visual indication shall be provided to the user if the network service is no longer available.;{}
1256;08_eirene;An audible indication should be provided to the user if the network service is no longer available.;{}
1257;08_eirene;This section identifies the functional requirements for the EIRENE Operational radio. It covers the functionality to be provided by the Operational radio and the man-machine interface (MMI) is also defined.;{}
1258;08_eirene;In this section, the functions to be provided by the Operational radio are described.;{}
1259;08_eirene;"The following functions will be provided: Call related functions call authorised users; call controller; send Railway emergency calls; receive Railway emergency calls; receive incoming calls; group and broadcast calls; terminate calls; shunting mode communications; enter/leave direct mode;  Other functions switch radio on/off; select language; select mobile radio network; adjust loudspeaker volume; register and deregister functional number; store/retrieve numbers and their details; computer interface.";{}
1260;08_eirene;Call related functions Call authorised users;{}
1261;08_eirene;The Operational radio shall be capable of use as ST, such that the user is able to call any valid number subject to call RESTR enforced by the network.  Call controllers;{'standard telephone': 'ST'}
1262;08_eirene;"It shall be possible for the user of an Operational radio to establish a call with each of the following types of controller (who are not permanently included in a shunting group) with a minimum number of actions being required: primary controller; secondary controller; PSC.";{'power supply controller': 'PSC'}
1263;08_eirene;For some users, particularly for shunting tlead, up to twenty valid numbers may be stored for one controller type.;{'team leader': 'tlead'}
1264;08_eirene;In these cases, the identities of the controllers corresponding to these valid numbers shall be displayed with an audible and visual prompt for one to be selected.;{}
